date,time,weekDay,latitude,longitude,temperature,power
2020-04-01,09:37:48,Wednesday,-36.850827610916454,174.76235073108052,14.4,0.99
2020-04-01,09:38:00,Wednesday,-36.85090510550112,174.76231673250984,14.3,0.99
2020-04-01,09:38:12,Wednesday,-36.850928189762264,174.7622237070762,14.0,0.99
2020-04-01,09:38:24,Wednesday,-36.85084287116412,174.76213409273774,14.3,0.99
2020-04-01,09:38:36,Wednesday,-36.85090437052156,174.76212773264405,14.3,0.99
2020-04-01,09:38:48,Wednesday,-36.85094279538014,174.76211579597907,14.0,0.99
2020-04-01,09:39:00,Wednesday,-36.850891101731364,174.76216130681578,14.6,0.99
2020-04-01,09:39:12,Wednesday,-36.85095152644453,174.76216382948752,14.6,0.99
2020-04-01,09:39:24,Wednesday,-36.85089007792575,174.76221406970282,14.3,0.99
2020-04-01,09:39:36,Wednesday,-36.85079191576113,174.76218305639574,14.4,0.99
2020-04-01,09:39:48,Wednesday,-36.85089042049757,174.76219303469097,14.4,0.99
2020-04-01,09:40:00,Wednesday,-36.85095246850655,174.76211545080636,14.3,0.99
2020-04-01,09:40:12,Wednesday,-36.85088187638588,174.7620674654178,14.5,0.99
2020-04-01,09:40:24,Wednesday,-36.850916063083524,174.76210164352355,14.4,0.99
2020-04-01,09:40:36,Wednesday,-36.85090970777689,174.7620100887636,14.4,0.99
2020-04-01,09:40:48,Wednesday,-36.85098600062234,174.762039615794,14.3,0.99
2020-04-01,09:41:00,Wednesday,-36.8510838464736,174.76209694478337,14.4,0.99
2020-04-01,09:41:12,Wednesday,-36.8511771090959,174.7621384122487,14.2,0.99
2020-04-01,09:41:24,Wednesday,-36.851243917249676,174.7622079428715,14.6,0.99
2020-04-01,09:41:36,Wednesday,-36.85118242663106,174.76212557266226,14.1,0.99
2020-04-01,09:41:48,Wednesday,-36.85113813827072,174.76207980660695,14.3,0.99
2020-04-01,09:42:00,Wednesday,-36.85116975050358,174.76214755459603,14.1,0.99
2020-04-01,09:42:12,Wednesday,-36.8511206904368,174.7621780612079,14.5,0.99
2020-04-01,09:42:24,Wednesday,-36.85115596163641,174.76213674879048,14.5,0.99
2020-04-01,09:42:36,Wednesday,-36.85109591674694,174.7620430979036,14.0,0.99
2020-04-01,09:42:48,Wednesday,-36.851029953565096,174.76214192696568,14.3,0.99
2020-04-01,09:43:00,Wednesday,-36.850947699475604,174.76222569663366,14.6,0.99
2020-04-01,09:43:12,Wednesday,-36.85099726423689,174.76220146747417,14.2,0.99
2020-04-01,09:43:24,Wednesday,-36.850945676938196,174.76219944179994,14.3,0.99
2020-04-01,09:43:36,Wednesday,-36.85092063071822,174.76227499591403,14.1,0.99
2020-04-01,09:43:48,Wednesday,-36.85095410018742,174.76226141289575,14.4,0.99
2020-04-01,09:44:00,Wednesday,-36.85086704293188,174.7622460839418,14.0,0.99
2020-04-01,09:44:12,Wednesday,-36.85095559442576,174.76223801797664,14.2,0.99
2020-04-01,09:44:24,Wednesday,-36.85093818282372,174.76224787464906,14.2,0.99
2020-04-01,09:44:36,Wednesday,-36.85084920889647,174.7622187316579,14.2,0.99
2020-04-01,09:44:48,Wednesday,-36.850765424302715,174.76216186718915,14.4,0.99
2020-04-01,09:45:00,Wednesday,-36.85075810362569,174.76216384876267,14.1,0.99
2020-04-01,09:45:12,Wednesday,-36.8507758082979,174.76207001417382,14.5,0.99
2020-04-01,09:45:24,Wednesday,-36.850816687179965,174.76215451772077,14.3,0.99
2020-04-01,09:45:36,Wednesday,-36.850790075331744,174.76212143288808,14.4,0.99
2020-04-01,09:45:48,Wednesday,-36.85082481672804,174.7621928674311,14.3,0.99
2020-04-01,09:46:00,Wednesday,-36.85078878726964,174.76224236305694,14.3,0.99
2020-04-01,09:46:12,Wednesday,-36.850731977818334,174.76230997689717,14.3,0.99
2020-04-01,09:46:24,Wednesday,-36.85076491436941,174.76236687094033,14.0,0.99
2020-04-01,09:46:36,Wednesday,-36.85082121948208,174.7623872473135,14.6,0.99
2020-04-01,09:46:48,Wednesday,-36.850829885846835,174.76242955041104,14.3,0.99
2020-04-01,09:47:00,Wednesday,-36.85073450560353,174.76235581555994,14.5,0.99
2020-04-01,09:47:12,Wednesday,-36.85071348150039,174.7623334816213,14.5,0.99
2020-04-01,09:47:24,Wednesday,-36.850695352661596,174.7623857792244,14.4,0.99
2020-04-01,09:47:36,Wednesday,-36.85068356465528,174.76242115325903,14.0,0.99
2020-04-01,09:47:48,Wednesday,-36.85058669484085,174.76242556545296,14.4,0.99
2020-04-01,09:48:00,Wednesday,-36.85056240674631,174.7623892113289,14.4,0.99
2020-04-01,09:48:12,Wednesday,-36.850605336273844,174.76244206875614,14.5,0.99
2020-04-01,09:48:24,Wednesday,-36.85065896586132,174.7625177666249,14.4,0.99
2020-04-01,09:48:36,Wednesday,-36.850747527854146,174.76243867416042,14.3,0.99
2020-04-01,09:48:48,Wednesday,-36.850738377912066,174.76252118835922,14.0,0.99
2020-04-01,09:49:00,Wednesday,-36.85074024809281,174.76248722475557,14.2,0.99
2020-04-01,09:49:12,Wednesday,-36.85075306664559,174.76251881040972,14.0,0.99
2020-04-01,09:49:24,Wednesday,-36.85075359174635,174.7626156215113,14.4,0.99
2020-04-01,09:49:36,Wednesday,-36.85077989958548,174.76254640153837,14.6,0.99
2020-04-01,09:49:48,Wednesday,-36.850774752334864,174.76247574360625,14.2,0.99
2020-04-01,09:50:00,Wednesday,-36.85080901271423,174.76240539875286,14.5,0.99
2020-04-01,09:50:12,Wednesday,-36.850881523426516,174.76242596644582,14.2,0.99
2020-04-01,09:50:24,Wednesday,-36.850846403410124,174.7624306954375,14.3,0.99
2020-04-01,09:50:36,Wednesday,-36.85085839257364,174.76242209888906,14.3,0.99
2020-04-01,09:50:48,Wednesday,-36.85094779724052,174.76239267665386,14.2,0.99
2020-04-01,09:51:00,Wednesday,-36.850985274497724,174.76248724177,14.3,0.99
2020-04-01,09:51:12,Wednesday,-36.850987791903826,174.7624781745621,14.1,0.99
2020-04-01,09:51:24,Wednesday,-36.850926736325746,174.76246016333894,14.5,0.99
2020-04-01,09:51:36,Wednesday,-36.85088052300472,174.76247857634905,14.1,0.99
2020-04-01,09:51:48,Wednesday,-36.850965165767754,174.76252237519083,14.6,0.99
2020-04-01,09:52:00,Wednesday,-36.8510387621235,174.76256924211808,14.5,0.99
2020-04-01,09:52:12,Wednesday,-36.85101728723969,174.76258128040502,14.3,0.99
2020-04-01,09:52:24,Wednesday,-36.850990232019946,174.76261722861275,14.3,0.99
2020-04-01,09:52:36,Wednesday,-36.85101765715875,174.76253307854134,14.3,0.99
2020-04-01,09:52:48,Wednesday,-36.85100228101028,174.7624505026418,14.4,0.99
2020-04-01,09:53:00,Wednesday,-36.85107102340469,174.76252622940174,14.3,0.99
2020-04-01,09:53:12,Wednesday,-36.85105376834816,174.76249490750507,14.4,0.99
2020-04-01,09:53:24,Wednesday,-36.85106629725671,174.76249103920296,14.3,0.99
2020-04-01,09:53:36,Wednesday,-36.85105329353611,174.76257762453187,14.2,0.99
2020-04-01,09:53:48,Wednesday,-36.85097008494981,174.76263325046017,14.2,0.99
2020-04-01,09:54:00,Wednesday,-36.85095889570034,174.76256308895805,14.6,0.99
2020-04-01,09:54:12,Wednesday,-36.85103744166387,174.76262273611755,14.2,0.99
2020-04-01,09:54:24,Wednesday,-36.85104836044884,174.76255288522395,14.5,0.99
2020-04-01,09:54:36,Wednesday,-36.85111752907904,174.76253303101126,14.1,0.99
2020-04-01,09:54:48,Wednesday,-36.85105918089163,174.76245522124364,14.6,0.99
2020-04-01,09:55:00,Wednesday,-36.85100622464778,174.76236677238575,14.3,0.99
2020-04-01,09:55:12,Wednesday,-36.85094898811358,174.7623195266628,14.6,0.99
2020-04-01,09:55:24,Wednesday,-36.85095778882723,174.76229825527705,14.3,0.99
2020-04-01,09:55:36,Wednesday,-36.85094160239734,174.76229052391747,14.2,0.99
2020-04-01,09:55:48,Wednesday,-36.85092544055263,174.76236194683327,14.2,0.99
2020-04-01,09:56:00,Wednesday,-36.85098970905362,174.76232374555804,14.5,0.99
2020-04-01,09:56:12,Wednesday,-36.850948299123,174.76234431476473,14.0,0.99
2020-04-01,09:56:24,Wednesday,-36.85092703245074,174.7622485180162,14.2,0.99
2020-04-01,09:56:36,Wednesday,-36.850901454574796,174.7623253555899,14.6,0.99
2020-04-01,09:56:48,Wednesday,-36.850908068323704,174.7622835306333,14.1,0.99
2020-04-01,09:57:00,Wednesday,-36.85085774850435,174.76226738344715,14.0,0.99
2020-04-01,09:57:12,Wednesday,-36.850855797614905,174.76234320782186,14.1,0.99
2020-04-01,09:57:24,Wednesday,-36.850788869756926,174.7623576084865,14.2,0.99
2020-04-01,09:57:36,Wednesday,-36.85073571102557,174.7624395666114,14.1,0.99
2020-04-01,09:57:48,Wednesday,-36.850819432727924,174.7623597624713,14.6,0.99
2020-04-01,09:58:00,Wednesday,-36.850899309838155,174.7623395766105,14.0,0.99
2020-04-01,09:58:12,Wednesday,-36.850823846904575,174.76240967957207,14.4,0.99
2020-04-01,09:58:24,Wednesday,-36.85083999950173,174.76231748376895,14.0,0.99
2020-04-01,09:58:36,Wednesday,-36.85078164991126,174.76232902964543,14.3,0.99
2020-04-01,09:58:48,Wednesday,-36.850767832925236,174.76238252488852,14.2,0.99
2020-04-01,09:59:00,Wednesday,-36.850733817197614,174.76242552320832,14.6,0.99
2020-04-01,09:59:12,Wednesday,-36.85065721037969,174.76247617978342,14.0,0.99
2020-04-01,09:59:24,Wednesday,-36.85068184280296,174.76243948434944,14.1,0.99
2020-04-01,09:59:36,Wednesday,-36.85063467129895,174.7624116404955,14.4,0.99
2020-04-01,09:59:48,Wednesday,-36.85072144682079,174.7624627126332,14.2,0.99
2020-04-01,10:00:00,Wednesday,-36.85074983474498,174.76236417690774,14.2,0.99
2020-04-01,10:00:12,Wednesday,-36.850822192733894,174.76246289991883,14.6,0.99
2020-04-01,10:00:24,Wednesday,-36.850879005559385,174.7624738090169,14.6,0.99
2020-04-01,10:00:36,Wednesday,-36.850816452627164,174.76255023474047,14.2,0.99
2020-04-01,10:00:48,Wednesday,-36.85080023088503,174.76245392799052,14.3,0.99
2020-04-01,10:01:00,Wednesday,-36.8508752308882,174.76244212619778,14.4,0.99
2020-04-01,10:01:12,Wednesday,-36.85080795399769,174.76252328529802,14.6,0.99
2020-04-01,10:01:24,Wednesday,-36.850722054553465,174.76246172606997,14.0,0.99
2020-04-01,10:01:36,Wednesday,-36.850763096411676,174.7624242469535,14.5,0.99
2020-04-01,10:01:48,Wednesday,-36.85079864786206,174.76236437669078,14.5,0.99
2020-04-01,10:02:00,Wednesday,-36.85073054922265,174.7623593222488,14.3,0.99
2020-04-01,10:02:12,Wednesday,-36.85080164545701,174.76243985957126,14.4,0.99
2020-04-01,10:02:24,Wednesday,-36.850772650717275,174.7624987461383,14.3,0.99
2020-04-01,10:02:36,Wednesday,-36.850759004043326,174.76241131378572,14.3,0.99
2020-04-01,10:02:48,Wednesday,-36.85079918770822,174.76235900636956,14.2,0.99
2020-04-01,10:03:00,Wednesday,-36.85080508712711,174.76245353877837,14.1,0.99
2020-04-01,10:03:12,Wednesday,-36.85080334131988,174.76252938187542,14.3,0.99
2020-04-01,10:03:24,Wednesday,-36.85083978819328,174.76255445797827,14.3,0.99
2020-04-01,10:03:36,Wednesday,-36.85080246076546,174.762473310579,14.5,0.99
2020-04-01,10:03:48,Wednesday,-36.85070836589097,174.7623913762237,14.1,0.99
2020-04-01,10:04:00,Wednesday,-36.85072584826795,174.7624399238655,14.1,0.99
2020-04-01,10:04:12,Wednesday,-36.85081081967257,174.76248464496308,14.5,0.99
2020-04-01,10:04:24,Wednesday,-36.85083948177014,174.7624006489831,14.4,0.99
2020-04-01,10:04:36,Wednesday,-36.850771049758556,174.76238376583206,14.1,0.99
2020-04-01,10:04:48,Wednesday,-36.85079688049728,174.7624532421651,14.4,0.99
2020-04-01,10:05:00,Wednesday,-36.8507622839132,174.76247454071083,14.3,0.99
2020-04-01,10:05:12,Wednesday,-36.85067108404874,174.76254407392867,14.3,0.99
2020-04-01,10:05:24,Wednesday,-36.85076997618832,174.76247590904802,14.5,0.99
2020-04-01,10:05:36,Wednesday,-36.85069489032639,174.76246096478744,14.5,0.99
2020-04-01,10:05:48,Wednesday,-36.85077802422334,174.7623965473855,14.6,0.99
2020-04-01,10:06:00,Wednesday,-36.85083972484982,174.76242618819234,14.2,0.99
2020-04-01,10:06:12,Wednesday,-36.850911182477226,174.76239409952493,14.4,0.99
2020-04-01,10:06:24,Wednesday,-36.850949027162606,174.76248205069422,14.4,0.99
2020-04-01,10:06:36,Wednesday,-36.85092014619265,174.76255938411035,14.3,0.99
2020-04-01,10:06:48,Wednesday,-36.850925077042085,174.76265709665768,14.6,0.99
2020-04-01,10:07:00,Wednesday,-36.85085044584124,174.76268104262726,14.6,0.99
2020-04-01,10:07:12,Wednesday,-36.850826198834156,174.76263516239334,14.0,0.99
2020-04-01,10:07:24,Wednesday,-36.85072843840946,174.7626103331198,14.5,0.99
2020-04-01,10:07:36,Wednesday,-36.85068773567163,174.76267599354165,14.2,0.99
2020-04-01,10:07:48,Wednesday,-36.85073852459261,174.76272216870777,14.4,0.99
2020-04-01,10:08:00,Wednesday,-36.85083164823324,174.76267291967878,14.2,0.99
2020-04-01,10:08:12,Wednesday,-36.850766722922344,174.762681817979,14.4,0.99
2020-04-01,10:08:24,Wednesday,-36.85077528822566,174.76277936400479,14.3,0.99
2020-04-01,10:08:36,Wednesday,-36.85076745272434,174.76286758317272,14.4,0.99
2020-04-01,10:08:48,Wednesday,-36.85068852047822,174.76283366537677,14.1,0.99
2020-04-01,10:09:00,Wednesday,-36.850769757509624,174.76291739428694,14.5,0.99
2020-04-01,10:09:12,Wednesday,-36.850725810096485,174.7628773855802,14.1,0.99
2020-04-01,10:09:24,Wednesday,-36.85072340659885,174.76287741544016,14.2,0.99
2020-04-01,10:09:36,Wednesday,-36.850660935621704,174.76279683360383,14.6,0.99
2020-04-01,10:09:48,Wednesday,-36.85061019708092,174.7628854534629,14.0,0.99
2020-04-01,10:10:00,Wednesday,-36.85062095958736,174.76291159654252,14.6,0.99
2020-04-01,10:10:12,Wednesday,-36.8505850757327,174.7628448312921,14.5,0.99
2020-04-01,10:10:24,Wednesday,-36.85053494469644,174.76287501687602,14.0,0.99
2020-04-01,10:10:36,Wednesday,-36.8505547250724,174.76290063958018,14.0,0.99
2020-04-01,10:10:48,Wednesday,-36.85055308604345,174.76280978497783,14.4,0.99
2020-04-01,10:11:00,Wednesday,-36.85052775780539,174.7627166193277,14.5,0.99
2020-04-01,10:11:12,Wednesday,-36.850464651822094,174.76280016324597,14.4,0.99
2020-04-01,10:11:24,Wednesday,-36.8504783918319,174.7627598314615,14.1,0.99
2020-04-01,10:11:36,Wednesday,-36.85053105869575,174.76278916711271,14.3,0.99
2020-04-01,10:11:48,Wednesday,-36.85057747685686,174.7628367920995,14.1,0.99
2020-04-01,10:12:00,Wednesday,-36.85054530722539,174.7627637566081,14.3,0.99
2020-04-01,10:12:12,Wednesday,-36.850621727977284,174.7627976152917,14.3,0.99
2020-04-01,10:12:24,Wednesday,-36.85061411132945,174.7628422899439,14.2,0.99
2020-04-01,10:12:36,Wednesday,-36.85067227575678,174.76290820265865,14.3,0.99
2020-04-01,10:12:48,Wednesday,-36.850580752801015,174.76296244468864,14.2,0.99
2020-04-01,10:13:00,Wednesday,-36.85058006558735,174.76297230435728,14.3,0.99
2020-04-01,10:13:12,Wednesday,-36.850661413058745,174.76293950049032,14.0,0.99
2020-04-01,10:13:24,Wednesday,-36.850565113304306,174.7629181844522,14.4,0.99
2020-04-01,10:13:36,Wednesday,-36.850542727827104,174.76294121724254,14.4,0.99
2020-04-01,10:13:48,Wednesday,-36.85053201638418,174.7630088885143,14.3,0.99
2020-04-01,10:14:00,Wednesday,-36.850621236623674,174.76295083019477,14.6,0.99
2020-04-01,10:14:12,Wednesday,-36.85071852519563,174.7630464824985,14.6,0.99
2020-04-01,10:14:24,Wednesday,-36.85072982484412,174.76306274587952,14.1,0.99
2020-04-01,10:14:36,Wednesday,-36.85066626985993,174.76315667602321,14.6,0.99
2020-04-01,10:14:48,Wednesday,-36.85076361259856,174.76307036190858,14.3,0.99
2020-04-01,10:15:00,Wednesday,-36.85066545688939,174.7630395540764,14.3,0.99
2020-04-01,10:15:12,Wednesday,-36.85058787795484,174.76308987863297,14.2,0.99
2020-04-01,10:15:24,Wednesday,-36.850657994974036,174.76303733613864,14.4,0.99
2020-04-01,10:15:36,Wednesday,-36.8505718933188,174.76297813409667,14.2,0.99
2020-04-01,10:15:48,Wednesday,-36.85064953652237,174.76290989340183,14.4,0.99
2020-04-01,10:16:00,Wednesday,-36.85070171257185,174.76285775793312,14.1,0.99
2020-04-01,10:16:12,Wednesday,-36.85064487987029,174.7629207735648,14.3,0.99
2020-04-01,10:16:24,Wednesday,-36.85055828842263,174.76298209337347,14.1,0.99
2020-04-01,10:16:36,Wednesday,-36.850505027897455,174.76297299123715,14.3,0.99
2020-04-01,10:16:48,Wednesday,-36.85059435520991,174.76288539218132,14.1,0.99
2020-04-01,10:17:00,Wednesday,-36.85057682142398,174.7628196051132,14.3,0.99
2020-04-01,10:17:12,Wednesday,-36.850539734333516,174.76275792951282,14.0,0.99
2020-04-01,10:17:24,Wednesday,-36.850475027475994,174.7627366714978,14.3,0.99
2020-04-01,10:17:36,Wednesday,-36.85053891075283,174.76266784427213,14.4,0.99
2020-04-01,10:17:48,Wednesday,-36.85059762360226,174.76274661368547,14.3,0.99
2020-04-01,10:18:00,Wednesday,-36.85058839264393,174.76270384822456,14.1,0.99
2020-04-01,10:18:12,Wednesday,-36.85059660557711,174.76275197125213,14.5,0.99
2020-04-01,10:18:24,Wednesday,-36.85056865717406,174.76275937877298,14.1,0.99
2020-04-01,10:18:36,Wednesday,-36.85047045086869,174.76275846781667,14.2,0.99
2020-04-01,10:18:48,Wednesday,-36.85042646954263,174.76268968798828,14.5,0.99
2020-04-01,10:19:00,Wednesday,-36.85033237830468,174.76259246548267,14.4,0.99
2020-04-01,10:19:12,Wednesday,-36.85026134361201,174.7625781051845,14.4,0.99
2020-04-01,10:19:24,Wednesday,-36.85024371240037,174.76250553068556,14.0,0.99
2020-04-01,10:19:36,Wednesday,-36.85031533143564,174.7624426769142,14.2,0.99
2020-04-01,10:19:48,Wednesday,-36.8502930196618,174.76239921745432,14.1,0.99
2020-04-01,10:20:00,Wednesday,-36.850337038216885,174.7624405144252,14.4,0.99
2020-04-01,10:20:12,Wednesday,-36.850343416391055,174.76245803099363,14.5,0.99
2020-04-01,10:20:24,Wednesday,-36.850429293164964,174.76246791820557,14.1,0.99
2020-04-01,10:20:36,Wednesday,-36.850388672146636,174.7623850236717,14.3,0.99
2020-04-01,10:20:48,Wednesday,-36.85031847850407,174.76238727680615,14.2,0.99
2020-04-01,10:21:00,Wednesday,-36.85035382158174,174.76246482718213,14.1,0.99
2020-04-01,10:21:12,Wednesday,-36.85044501111222,174.76252142992894,14.0,0.99
2020-04-01,10:21:24,Wednesday,-36.8503854726696,174.76244063096453,14.3,0.99
2020-04-01,10:21:36,Wednesday,-36.850412770654444,174.76248063148014,14.1,0.99
2020-04-01,10:21:48,Wednesday,-36.85035458444379,174.76245793787152,14.3,0.99
2020-04-01,10:22:00,Wednesday,-36.8502780281232,174.76242787285628,14.6,0.99
2020-04-01,10:22:12,Wednesday,-36.850213550734395,174.7624575972404,14.0,0.99
2020-04-01,10:22:24,Wednesday,-36.85020901020007,174.76240208925356,14.5,0.99
2020-04-01,10:22:36,Wednesday,-36.850278003914276,174.76231518585084,14.6,0.99
2020-04-01,10:22:48,Wednesday,-36.85020365716205,174.76230540598362,14.6,0.99
2020-04-01,10:23:00,Wednesday,-36.85028668621976,174.76230024380962,14.3,0.99
2020-04-01,10:23:12,Wednesday,-36.85029273025527,174.76228998217974,14.3,0.99
2020-04-01,10:23:24,Wednesday,-36.85021409569649,174.76231030128577,14.5,0.99
2020-04-01,10:23:36,Wednesday,-36.85018860831524,174.7623852485935,14.2,0.99
2020-04-01,10:23:48,Wednesday,-36.850224501578516,174.76244936265758,14.6,0.99
2020-04-01,10:24:00,Wednesday,-36.85012955271814,174.76250510829607,14.6,0.99
2020-04-01,10:24:12,Wednesday,-36.85007563913754,174.76254515277347,14.4,0.99
2020-04-01,10:24:24,Wednesday,-36.850167098501295,174.7625933454162,14.4,0.99
2020-04-01,10:24:36,Wednesday,-36.850088399422525,174.76251246220403,14.1,0.99
2020-04-01,10:24:48,Wednesday,-36.8500043836406,174.76253957871603,14.2,0.99
2020-04-01,10:25:00,Wednesday,-36.85004285600333,174.7626110681348,14.5,0.99
2020-04-01,10:25:12,Wednesday,-36.850058076095564,174.76255761287612,14.5,0.99
2020-04-01,10:25:24,Wednesday,-36.85004307460733,174.76249405293208,14.1,0.99
2020-04-01,10:25:36,Wednesday,-36.85004746094665,174.76254621525072,14.6,0.99
2020-04-01,10:25:48,Wednesday,-36.85005525449439,174.76260309075306,14.0,0.99
2020-04-01,10:26:00,Wednesday,-36.84996128609536,174.76266544379766,14.5,0.99
2020-04-01,10:26:12,Wednesday,-36.8500446893928,174.76276115951498,14.4,0.99
2020-04-01,10:26:24,Wednesday,-36.85013764493119,174.7628366065466,14.2,0.99
2020-04-01,10:26:36,Wednesday,-36.85022398590104,174.76283692649451,14.6,0.99
2020-04-01,10:26:48,Wednesday,-36.850249673637876,174.7628054620253,14.2,0.99
2020-04-01,10:27:00,Wednesday,-36.85030695622764,174.762811496482,14.2,0.99
2020-04-01,10:27:12,Wednesday,-36.850369616318105,174.76284129405065,14.2,0.99
2020-04-01,10:27:24,Wednesday,-36.85030854133995,174.76277966559184,14.1,0.99
2020-04-01,10:27:36,Wednesday,-36.850215657835115,174.76286068610005,14.6,0.99
2020-04-01,10:27:48,Wednesday,-36.850158364668694,174.76278985630884,14.1,0.99
2020-04-02,09:30:00,Thursday,-36.854265,174.766519,16.0,0.99
2020-04-02,09:30:12,Thursday,-36.85435939196816,174.76646826147044,16.6,0.99
2020-04-02,09:30:24,Thursday,-36.85426915921712,174.76640947413955,16.3,0.99
2020-04-02,09:30:36,Thursday,-36.85418260156965,174.76632574688128,16.3,0.99
2020-04-02,09:30:48,Thursday,-36.85427823628817,174.7663439386992,16.2,0.99
2020-04-02,09:31:00,Thursday,-36.85421423955619,174.766292662504,16.0,0.99
2020-04-02,09:31:12,Thursday,-36.854303256878836,174.76639257200634,16.5,0.99
2020-04-02,09:31:24,Thursday,-36.85425881738197,174.7664279406117,16.2,0.99
2020-04-02,09:31:36,Thursday,-36.85423930232107,174.7663496338533,16.1,0.99
2020-04-02,09:31:48,Thursday,-36.85426447261193,174.76627815186447,16.1,0.99
2020-04-02,09:32:00,Thursday,-36.85430024428708,174.76631487909606,16.3,0.99
2020-04-02,09:32:12,Thursday,-36.85420673832205,174.7662155954428,16.0,0.99
2020-04-02,09:32:24,Thursday,-36.85414218096318,174.76612023220883,16.2,0.99
2020-04-02,09:32:36,Thursday,-36.85418603432445,174.7661478002956,16.4,0.99
2020-04-02,09:32:48,Thursday,-36.85418965085922,174.76621740061026,16.6,0.99
2020-04-02,09:33:00,Thursday,-36.854140579591814,174.76622600268053,16.1,0.99
2020-04-02,09:33:12,Thursday,-36.85416577507891,174.7661758926222,16.2,0.99
2020-04-02,09:33:24,Thursday,-36.85409942418054,174.76613217887746,16.6,0.99
2020-04-02,09:33:36,Thursday,-36.85413455058581,174.76619458313448,16.4,0.99
2020-04-02,09:33:48,Thursday,-36.854149602063586,174.7662177400889,16.3,0.99
2020-04-02,09:34:00,Thursday,-36.854200967695604,174.7662818344135,16.2,0.99
2020-04-02,09:34:12,Thursday,-36.85420359567175,174.76637887375088,16.2,0.99
2020-04-02,09:34:24,Thursday,-36.8541382085171,174.76635469846113,16.5,0.99
2020-04-02,09:34:36,Thursday,-36.85420683495284,174.7663865727771,16.6,0.99
2020-04-02,09:34:48,Thursday,-36.854265093572394,174.7664251372782,16.5,0.99
2020-04-02,09:35:00,Thursday,-36.85417810677264,174.76643421705953,16.4,0.99
2020-04-02,09:35:12,Thursday,-36.85409879482082,174.76645056973385,16.1,0.99
2020-04-02,09:35:24,Thursday,-36.85413570358264,174.76643541216725,16.0,0.99
